Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://www.suryassolar.com/,Surya's Solar - Cuddalore’s trusted residential solar expert,100,0.03620688988347717,n/a,0,200,0.015,0,1,1,0,0,Canonical to other page,0,39,7,6,0,-,-,16,236,1,"leading residential solar installation in cuddalore. expert 24-hour installation, 25-year warranty, government subsidy assistance.",
https://www.suryassolar.com/about,About Us - Surya's Solar | Cuddalore’s trusted residential solar expert,100,0.03620688988347717,n/a,1,200,0.099,0,0,1,0,0,Canonical to other page,0,39,7,6,0,-,-,13,154,3,"10+ years experience & 100kw+ installed. we are cuddalore's authorized solar experts. partners with tata power, waaree & adani. see our completed projects.",
https://www.suryassolar.com/calc,Solar Savings Calculator | Surya's Solar,100,0.03620688988347717,n/a,1,200,0.08,0,0,0,0,0,Canonical to other page,0,39,7,6,0,-,-,16,226,2,free solar savings calculator 2025. compare 3kw vs 5kw roi. calculate exact electricity bill savings & payback period for tamil nadu / puducherry homes.,
https://www.suryassolar.com/contact,Contact Us - Surya's Solar | Cuddalore,100,0.03620688988347717,n/a,1,200,0.014,0,0,1,1,0,Canonical to other page,0,39,7,6,0,-,-,13,153,2,"visit surya's solar in cuddalore (kondur). call +91 7904369094 for instant pricing & site visit booking. we serve cuddalore, panruti, neyveli & puducherry.",
https://www.suryassolar.com/blog,Solar Energy Blog | Surya's Solar,96,0.036140662746611894,n/a,1,200,0.013,0,0,0,0,0,Canonical to other page,0,39,39,6,0,-,-,14,154,1,"expert solar guides: price breakdowns, 3kw vs 5kw comparisons, pm surya ghar subsidy details, and maintenance tips for cuddalore homeowners.",
https://www.suryassolar.com/privacy-policy,Privacy Policy - Surya's Solar,92,0.028666162159312968,n/a,1,200,0.102,0,0,0,0,0,-,0,38,7,6,0,-,-,13,151,1,your privacy matters. learn how surya's solar protects your data during free consultations and subsidy applications. we never sell your info.,
https://www.suryassolar.com/terms-conditions,Terms & Conditions - Surya's Solar,92,0.028666162159312968,n/a,1,200,0.092,0,0,0,0,0,-,0,38,7,6,0,-,-,13,151,0,"service terms for surya's solar cuddalore. understand our installation policies, warranties, and jurisdiction details before booking.",
https://www.suryassolar.com/blog/2026-01-08-solar-roi-calculator-break-even-analysis,Solar ROI Calculator 2026: When Will You Break Even? (3 Years or 5 Years?) | Surya's Solar,88,0.017534865365391242,n/a,2,200,0.112,0,1,1,1,0,Canonical to other page,0,11,12,6,0,-,-,16,238,2,"stop guessing the savings. we present a detailed, audited financial model for a standard cuddalore home. see how inflation, tneb rate hikes, and subsidy allow you to recover your full investment in just 3.2 years, followed by 2 million rupees in lifetim...",
https://www.suryassolar.com/blog/2026-01-04-how-to-get-tneb-net-meter-cuddalore-2026,How to Get TNEB Net Meter in Cuddalore (2026 Process & Timeline) | Surya's Solar,85,0.01745226447872304,n/a,2,200,0.11,0,1,1,1,0,Canonical to other page,0,11,12,6,0,-,-,16,238,2,"struggling with tneb paperwork? we decode the 2026 net metering process in cuddalore. learn the exact documents needed, official fees, ae inspection checklist, and how to track your application online.",
https://www.suryassolar.com/blog/2026-01-01-pm-surya-ghar-scheme-cuddalore-2026,PM Surya Ghar Scheme 2026: The Ultimate Guide to Solar Subsidy in Cuddalore | Surya's Solar,81,0.016960485818523247,n/a,2,200,0.018,0,1,1,1,0,Canonical to other page,0,10,12,7,0,-,-,16,238,3,"comprehensive 2026 guide: how to claim up to ₹78,000 subsidy for rooftop solar in cuddalore. we cover the new eligibility rules, step-by-step national portal application, tneb net metering process, and common rejection reasons.",
https://www.suryassolar.com/blog/2026-01-10-solar-maintenance-guide-cuddalore,Solar Maintenance Guide 2026: How to Clean Panels & Maintain Efficiency | Surya's Solar,77,0.01678474603513132,n/a,2,200,0.142,0,1,1,1,0,Canonical to other page,0,9,10,6,0,-,-,16,238,2,"solar panels are low maintenance, not 'zero' maintenance. learn the golden rules of cleaning solar panels in cuddalore's dusty climate to prevent 15-20% generation loss. a complete guide to tools, safety, and schedules.",
https://www.suryassolar.com/blog/2026-01-17-understanding-tneb-solar-bill,How to Read Your TNEB Solar Bill: Understanding Import vs. Export Units | Surya's Solar,73,0.016667563442142645,n/a,2,200,0.089,0,1,1,1,0,Canonical to other page,0,9,11,6,0,-,-,16,238,2,"got your first solar bill and confused by terms like 'import', 'export', and 'banked units'? we decode the new tneb digital net meter bill format so you never overpay. includes 2026 tariff explanations.",
https://www.suryassolar.com/blog/2026-01-14-solar-dc-cable-quality-guide,Solar Wire Quality: Why We Use Polycab/Siechem DC Cables (Fire Safety) | Surya's Solar,69,0.016363499542469327,n/a,2,200,0.013,0,1,1,1,0,Canonical to other page,0,8,10,6,0,-,-,16,238,2,"solar cables face 25 years of harsh uv sun and rain. using cheap ac wires instead of specialized dc cables is the #1 cause of solar fires in india. learn why 'tinned copper', 'xlpo insulation', and uv protection are non-negotiable for cuddalore's climate.",
https://www.suryassolar.com/blog/2026-01-13-solar-earthing-safety-guide,"Solar Earthing Guide: Why You Need 3 Separate Pits (AC, DC, LA) | Surya's Solar",65,0.015922841658467104,n/a,2,200,0.108,0,1,1,1,0,Canonical to other page,0,7,10,6,0,-,-,16,238,2,solar safety is not just about panels; it's about grounding. many cheap installers cut costs by using only 1 earthing pit. learn why 'chemical earthing' and 3 separate pits are mandatory for safety in cuddalore.,
https://www.suryassolar.com/blog/2026-01-12-solar-shadow-analysis-guide-cuddalore,Solar Shadow Analysis: Can I Install Panels Near Coconut Trees or Water Tanks? | Surya's Solar,62,0.015870166054442615,n/a,2,200,0.013,0,1,1,1,0,Canonical to other page,0,7,11,6,0,-,-,16,238,2,shadow is the enemy of solar. but did you know that a shadow on just one panel can kill the power of the entire system? learn about 2026 half-cut cell technology and how we deal with cuddalore's coconut tree problem.,
https://www.suryassolar.com/blog/2026-01-03-solar-emi-loans-tamil-nadu-2026,Solar EMI & Loans in 2026: The Complete Financial Guide for Tamil Nadu | Surya's Solar,58,0.015311418077507539,n/a,2,200,0.132,0,1,1,1,0,Canonical to other page,0,6,11,6,0,-,-,16,238,2,"don't pay upfront. learn how to finance your solar system in 2026. compare deep-dive interest rates from sbi, canara, and union bank. we illustrate how swapping your electricity bill for a solar emi creates positive cash flow from day 1.",
https://www.suryassolar.com/blog/2026-01-15-voltage-fluctuation-hybrid-solar,Low Voltage Problems in Vadalur & Panruti? Why Hybrid Solar is Better than On-Grid | Surya's Solar,54,0.015243059203614098,n/a,2,200,0.113,0,1,1,1,0,Canonical to other page,0,6,12,6,0,-,-,16,238,3,living in a rural area with frequent voltage fluctuations? a standard on-grid inverter might refuse to work during the day. learn how a hybrid inverter acts as a massive stabilizer for your home (active voltage regulation).,
https://www.suryassolar.com/blog/2026-01-06-on-grid-vs-hybrid-solar-tamil-nadu,On-Grid vs. Hybrid Solar: Which is Best for Tamil Nadu Power Cuts in 2026? | Surya's Solar,50,0.015211747881488075,n/a,2,200,0.106,0,1,1,1,0,Canonical to other page,0,6,13,6,0,-,-,16,238,3,"power cuts are annoying, but is a hybrid solar (battery) system worth the extra ₹1.5 lakhs? we compare on-grid, off-grid, and hybrid systems for 2026. includes a detailed 'cost vs benefit' analysis for cuddalore homeowners.",
https://www.suryassolar.com/blog/2026-01-16-enphase-micro-inverter-review,Enphase Micro-Inverters: Is the 'AC Module' Worth the Extra Cost? | Surya's Solar,46,0.014416091679185158,n/a,2,200,0.17,0,1,1,1,0,Canonical to other page,0,4,10,6,0,-,-,16,238,2,"building a premium home in pondicherry? don't ruin it with high-voltage dc cables. learn why enphase micro-inverters are the safest, most efficient, and most premium solar choice in 2026. a detailed comparison with string inverters.",
https://www.suryassolar.com/blog/2026-01-18-zero-export-device-guide,Zero Export Device (ZED): How to Use Solar Before TNEB Net Meter Arrives | Surya's Solar,42,0.014407526356909381,n/a,2,200,0.016,0,1,1,1,0,Canonical to other page,0,4,11,6,0,-,-,16,238,2,"tneb net meter approval can take 30-60 days. don't let your investment sit idle. a zero export device (zed) lets you run your solar plant legally from day 1. detailed guide on ct coils, dg sync, and installation.",
https://www.suryassolar.com/blog/2026-01-19-commercial-solar-tax-benefits,Commercial Solar Tax Benefits 2026: Accelerated Depreciation Guide (Section 32) | Surya's Solar,38,0.01436981195131646,n/a,2,200,0.011,0,1,1,1,0,Canonical to other page,0,4,10,6,0,-,-,16,238,2,"running a business in cuddalore? learn how section 32 of the income tax act allows you to depreciate 40% of your solar plant value in year 1. a comprehensive guide with roi tables, gst rules, and filing checklists.",
https://www.suryassolar.com/blog/2026-01-02-is-3kw-solar-enough-for-3bhk-2026,Is 3kW Solar Enough for a 3BHK House in 2026? (Real TNEB Bill Analysis) | Surya's Solar,35,0.014364677484697781,n/a,2,200,0.189,0,1,1,1,0,Canonical to other page,0,4,12,6,0,-,-,16,238,2,"the definitive 2026 analysis: can a 3kw solar system truly run a 3bhk home with acs? we break down the load calculation, tneb slab rates, and generation data for cuddalore to give you a clear 'yes' or 'no'.",
https://www.suryassolar.com/blog/2026-01-20-solar-increases-home-resale-value,Real Estate 2026: Does a Solar System Increase Home Resale Value in Cuddalore? | Surya's Solar,31,0.014356465246865652,n/a,2,200,0.138,0,1,1,1,0,Canonical to other page,0,4,12,6,0,-,-,16,238,2,selling your house in the future? a pre-installed solar system is a massive asset. market trends in manjakuppam and pondicherry show that 'zero bill' homes sell 6% faster and for a higher price. read our detailed investment analysis.,
https://www.suryassolar.com/blog/2026-01-05-coastal-solar-rust-proof-panels-cuddalore,Coastal Solar Guide: Best Rust-Proof Panels for Cuddalore & Pondicherry (2026) | Surya's Solar,27,0.013942289930391944,n/a,2,200,0.012,0,1,1,1,0,Canonical to other page,0,3,10,6,0,-,-,16,238,2,"living near the sea? salt air can destroy standard solar panels in 3 years. we present the definitive 2026 guide to iec 61701 level 6 certification, hot-dip galvanized structures, and how to protect your investment in cuddalore's saline climate.",
https://www.suryassolar.com/blog/2026-01-07-mono-vs-bifacial-solar-panels,Monocrystalline vs. Bifacial Panels: Is the Extra Cost Worth it in 2026? | Surya's Solar,23,0.013902408185310623,n/a,2,200,0.016,0,1,1,1,0,Canonical to other page,0,3,10,6,0,-,-,16,238,2,solar tech has changed. should you stick with standard mono-perc or upgrade to the trendy bifacial (double sided) panels? we test them on cuddalore's white terrace roofs to see the real difference in generation and roi.,
https://www.suryassolar.com/blog/2025-12-01-how-much-does-residential-solar-installation-cost-in-cuddalore,Solar Panel Cost in Cuddalore (2025) - 1kW to 5kW Price List | Surya's Solar,19,0.013594582474345456,n/a,2,200,0.094,0,1,1,1,0,Canonical to other page,0,2,7,6,0,-,-,16,238,2,"get the latest 2025 solar price list for cuddalore. breakdown of 1kw, 3kw, 5kw costs after pm surya ghar subsidy. calculate your savings now.",
https://www.suryassolar.com/blog/2025-12-01-residential-solar-payback-roi-tamil-nadu,Solar ROI & Payback Calculator Tamil Nadu (2025) - Real Case Studies | Surya's Solar,19,0.013594582474345456,n/a,2,200,0.032,0,1,1,1,0,Canonical to other page,0,2,7,6,0,-,-,16,238,2,is solar worth it in tamil nadu? see real roi case studies from cuddalore. learn how a 3kw system pays for itself in just 3 years. 2025 data.,
https://www.suryassolar.com/blog/2025-12-02-rooftop-solar-structure-types-tamil-nadu,Best Solar Structure for Coastal Tamil Nadu: GI vs Hot-Dip Galvanized | Surya's Solar,19,0.013594582474345456,n/a,2,200,0.014,0,1,1,1,0,Canonical to other page,0,2,7,6,0,-,-,16,238,2,don't let your solar structure rust! compare gi vs hot-dip galvanized structures for cuddalore & puducherry. essential guide for coastal homes.,
https://www.suryassolar.com/blog/2025-12-02-solar-inverter-guide-tamil-nadu-puducherry,"Solar Inverter Price List Tamil Nadu (2025) - Microtek, Luminous, Solis | Surya's Solar",19,0.013594582474345456,n/a,2,200,0.014,0,1,1,1,0,Canonical to other page,0,2,7,6,0,-,-,16,238,2,"on-grid vs hybrid inverters – which is best for cuddalore? compare 2025 prices of top inverter brands like solis, growatt & luminous.",
https://www.suryassolar.com/blog/2025-12-03-net-metering-tamil-nadu-puducherry-guide,TNEB Net Metering Guide 2025 - How to Get Zero Electricity Bills | Surya's Solar,19,0.013594582474345456,n/a,2,200,0.016,0,1,1,1,0,Canonical to other page,0,2,7,6,0,-,-,16,238,2,"complete guide to tneb & puducherry net metering. learn how to export excess power, earn credits, and reduce your electricity bill to zero.",
https://www.suryassolar.com/blog/2025-12-03-solar-panel-generation-units-tamil-nadu-guide,Solar Generation Guide: How Many Units Does 1kW Produce in Tamil Nadu? | Surya's Solar,19,0.013594582474345456,n/a,2,200,0.021,0,1,1,1,0,Canonical to other page,0,2,7,6,0,-,-,16,238,2,"exact daily & monthly generation charts for 1kw, 2kw, 3kw, 5kw solar systems in tamil nadu. check if solar can cover your household consumption.",
https://www.suryassolar.com/blog/2025-12-04-1-phase-to-3-phase-upgrade-solar-tamil-nadu,Single Phase to 3-Phase Upgrade for Solar in Tamil Nadu - Cost & Rules | Surya's Solar,19,0.013594582474345456,n/a,2,200,0.14,0,1,1,1,0,Canonical to other page,0,2,7,6,0,-,-,16,238,2,"do you need 3-phase for 3kw solar? understand tneb rules, upgrade costs, and procedure for converting single phase to three phase service.",
https://www.suryassolar.com/blog/2025-12-04-on-grid-vs-off-grid-vs-hybrid-solar-tamil-nadu,On-Grid vs Hybrid Solar - Which is Best for Tamil Nadu? (2025 Price) | Surya's Solar,19,0.013594582474345456,n/a,2,200,0.175,0,1,1,1,0,Canonical to other page,0,2,7,6,0,-,-,16,238,2,"on-grid vs off-grid vs hybrid: side-by-side comparison for tamil nadu homes. price, battery backup, and subsidy eligibility explained.",
https://www.suryassolar.com/blog/2025-12-04-solar-myths-vs-facts-tamil-nadu,10 Solar Myths Busted: Can Solar Really Run an AC? (2025 Facts) | Surya's Solar,19,0.013594582474345456,n/a,2,200,0.152,0,1,1,1,0,Canonical to other page,0,2,7,6,0,-,-,16,238,2,"debunking common solar myths in tamil nadu. learn the truth about running acs on solar, ongoing maintenance, and 'zero bill' promises.",
https://www.suryassolar.com/blog/2025-12-01-best-solar-panel-brands-tamil-nadu-puducherry,Top 6 Solar Panel Brands in Tamil Nadu (2025) - Tata vs Adani vs Waaree | Surya's Solar,15,0.013555382939108206,n/a,2,200,0.029,0,1,1,1,0,Canonical to other page,0,2,8,6,0,-,-,16,238,3,"best solar panels for tamil nadu homes (2025). compare tata, adani, waaree & more. price, efficiency, and warranty guide for cuddalore & puducherry.",
https://www.suryassolar.com/blog/2025-12-02-pm-surya-ghar-subsidy-tamil-nadu-puducherry,"PM Surya Ghar Subsidy Tamil Nadu (2025) - Claim ₹78,000 | Step-by-Step | Surya's Solar",15,0.013555382939108206,n/a,2,200,0.016,0,1,1,1,0,Canonical to other page,0,2,7,7,0,-,-,16,238,3,"apply for pm surya ghar yojana in tamil nadu. get ₹78,000 subsidy for 3kw solar systems. full guide on documents, eligibility & application process.",
https://www.suryassolar.com/blog/2025-12-03-3kw-vs-5kw-solar-system-comparison,3kW vs 5kW Solar System - Which is Best for Your Home? (2025) | Surya's Solar,12,0.01352161246302419,n/a,2,200,0.028,0,1,1,1,0,Canonical to other page,0,2,9,6,0,-,-,16,238,4,"confused between 3kw and 5kw? compare generation, cost, and ac running capacity. find the perfect solar system size for your tneb bill.",
https://www.suryassolar.com/blog/2026-01-11-future-of-solar-tamil-nadu-trends,Future of Solar in Tamil Nadu: TANGEDCO's 2026 Goals & What it Means for You | Surya's Solar,8,0.013466392341732032,n/a,2,200,0.012,0,1,1,1,0,Canonical to other page,0,2,11,6,0,-,-,16,238,2,solar is evolving. from peer-to-peer trading to virtual net metering and ev integration. we look at the roadmap for solar energy in cuddalore and tamil nadu up to 2030.,
https://www.suryassolar.com/blog/2026-01-09-solar-scam-warnings-cuddalore,7 Solar Scam Warnings for 2026: Don't Get Cheated by Cheap Quotes | Surya's Solar,4,0.013443529134718454,n/a,2,200,0.032,0,1,1,1,0,Canonical to other page,0,2,12,6,0,-,-,16,238,2,"did someone quote you ₹20,000 less? be careful. in cuddalore's booming solar market, fly-by-night operators are cutting corners. learn how to spot fake dcr panels, rusted structures, and hidden warranty exclusions to save your investment.",
https://suryassolar.com/,,-,0.007751652960483286,n/a,0,307,0.013,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/about,,-,0.007751652960483286,n/a,2,307,0.008,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/calc,,-,0.007751652960483286,n/a,2,307,0.006,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/contact,,-,0.007751652960483286,n/a,2,307,0.007,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://www.suryassolar.com/blog/2025-12-03-residential-solar-payback-roi-tamil-nadu,,-,0.007266086918585564,n/a,3,404,0.047,0,0,0,0,0,-,0,2,0,0,0,-,-,0,0,1,-,
https://www.suryassolar.com/blog/2026-01-15-voltage-fluctuation-hybrid-solar.md,,-,0.007155507857050884,n/a,3,404,0.017,0,0,0,0,0,-,0,2,0,0,0,-,-,0,0,1,-,
https://suryassolar.com/blog/2026-01-10-solar-maintenance-guide-cuddalore,,-,0.006856006325745322,n/a,3,307,0.008,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-01-how-much-does-residential-solar-installation-cost-in-cuddalore,,-,0.00685324593864294,n/a,3,307,0.008,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-01-residential-solar-payback-roi-tamil-nadu,,-,0.00685324593864294,n/a,3,307,0.009,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-02-rooftop-solar-structure-types-tamil-nadu,,-,0.00685324593864294,n/a,3,307,0.008,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-02-solar-inverter-guide-tamil-nadu-puducherry,,-,0.00685324593864294,n/a,3,307,0.007,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-03-net-metering-tamil-nadu-puducherry-guide,,-,0.00685324593864294,n/a,3,307,0.015,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-03-solar-panel-generation-units-tamil-nadu-guide,,-,0.00685324593864294,n/a,3,307,0.008,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-04-1-phase-to-3-phase-upgrade-solar-tamil-nadu,,-,0.00685324593864294,n/a,3,307,0.016,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-04-on-grid-vs-off-grid-vs-hybrid-solar-tamil-nadu,,-,0.00685324593864294,n/a,3,307,0.025,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-04-solar-myths-vs-facts-tamil-nadu,,-,0.00685324593864294,n/a,3,307,0.009,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-14-solar-dc-cable-quality-guide,,-,0.006842626580038533,n/a,3,307,0.007,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-13-solar-earthing-safety-guide,,-,0.0068288407453628,n/a,3,307,0.007,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-17-understanding-tneb-solar-bill,,-,0.006821524898519414,n/a,3,307,0.012,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-08-solar-roi-calculator-break-even-analysis,,-,0.006818407047358636,n/a,3,307,0.007,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-04-how-to-get-tneb-net-meter-cuddalore-2026,,-,0.006816064213075051,n/a,3,307,0.008,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-01-best-solar-panel-brands-tamil-nadu-puducherry,,-,0.006814356743007555,n/a,3,307,0.006,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-02-pm-surya-ghar-subsidy-tamil-nadu-puducherry,,-,0.006814356743007555,n/a,3,307,0.009,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-12-solar-shadow-analysis-guide-cuddalore,,-,0.006797657687183939,n/a,3,307,0.006,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-03-solar-emi-loans-tamil-nadu-2026,,-,0.006781053881519579,n/a,3,307,0.026,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-16-enphase-micro-inverter-review,,-,0.006780943289300298,n/a,3,307,0.008,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2025-12-03-3kw-vs-5kw-solar-system-comparison,,-,0.0067808440996286416,n/a,3,307,0.016,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://www.suryassolar.com/blog/2025-12-06-solar-inverter-guide-tamil-nadu-puducherry,,-,0.0067808440996286416,n/a,3,404,0.016,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://suryassolar.com/blog/2026-01-19-commercial-solar-tax-benefits,,-,0.0067793815729264946,n/a,3,307,0.006,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-01-pm-surya-ghar-scheme-cuddalore-2026,,-,0.006777309617353963,n/a,3,307,0.009,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-05-coastal-solar-rust-proof-panels-cuddalore,,-,0.0067658476157881125,n/a,3,307,0.007,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-07-mono-vs-bifacial-solar-panels,,-,0.006764575521133792,n/a,3,307,0.007,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-18-zero-export-device-guide,,-,0.006754140930189207,n/a,3,307,0.01,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-15-voltage-fluctuation-hybrid-solar,,-,0.006753913419670324,n/a,3,307,0.009,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog,,-,0.006738054425604989,n/a,2,307,0.006,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-06-on-grid-vs-hybrid-solar-tamil-nadu,,-,0.0067307083614311924,n/a,3,307,0.033,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-02-is-3kw-solar-enough-for-3bhk-2026,,-,0.006729294923665542,n/a,3,307,0.007,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-20-solar-increases-home-resale-value,,-,0.006729016366746115,n/a,3,307,0.009,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-11-future-of-solar-tamil-nadu-trends,,-,0.006726027077026362,n/a,3,307,0.007,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/blog/2026-01-09-solar-scam-warnings-cuddalore,,-,0.006703324211895022,n/a,3,307,0.007,0,0,0,0,0,-,1,1,1,0,0,-,-,0,0,0,-,
https://suryassolar.com/sitemap.xml,,-,-,n/a,0,307,0.006,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,
https://www.suryassolar.com/llms.txt,,-,-,n/a,0,200,0.148,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,
https://www.suryassolar.com/robots.txt,,-,-,n/a,0,200,0.024,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://www.suryassolar.com/sitemap.xml,,-,-,n/a,0,200,0.012,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,38,-,
